date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:53	15415/15415	---M--	200	added ('OK')	text/css	etag:%223c37-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/css/custom.css	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/css/custom.css	(from http://agiletemplate.herokuapp.com/login)
09:43:54	693/693	---M--	200	added ('OK')	text/css	etag:%222b5-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/css/email.multiple.css	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/css/email.multiple.css	(from http://agiletemplate.herokuapp.com/login)
09:43:56	156228/156228	---M-Z	200	added ('OK')	text/css	etag:%22aa1272633e7e552395d147a499bad186%22	https://pro.fontawesome.com/releases/v5.10.0/css/all.css	C:/My%20Web%20Sites/SBO/pro.fontawesome.com/releases/v5.10.0/css/all.css	(from http://agiletemplate.herokuapp.com/login)
09:43:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2029%20Apr%202021%2016:43:57%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/My%20Web%20Sites/SBO/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.d.delayed	(from http://agiletemplate.herokuapp.com/login)
09:43:57	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	C:/My%20Web%20Sites/SBO/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from http://agiletemplate.herokuapp.com/login)
09:43:59	2685/2685	---M--	200	added ('OK')	text/css	etag:%22a7d-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/foundation/foundation-datepicker.min.css	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/foundation/foundation-datepicker.min.css	(from http://agiletemplate.herokuapp.com/login)
09:43:59	172/172	---MC-	200	added ('OK')	text/css	date:Thu,%2029%20Apr%202021%2016:43:59%20GMT	https://fonts.googleapis.com/css?family=Lato	C:/My%20Web%20Sites/SBO/fonts.googleapis.com/css5d2a.css	(from http://agiletemplate.herokuapp.com/login)
09:43:59	15387/15387	---M--	200	added ('OK')	text/css	etag:%223c1b-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/select2/dist/css/select2.min.css	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/select2/dist/css/select2.min.css	(from http://agiletemplate.herokuapp.com/login)
09:44:02	64854/64854	---M--	200	added ('OK')	image/svg+xml	etag:%22fd56-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/img/logo/Sultan-logo-auth.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/img/logo/Sultan-logo-auth.svg	(from http://agiletemplate.herokuapp.com/login)
09:44:04	8423/8423	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2016:44:02%20GMT	http://agiletemplate.herokuapp.com/forget_password	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/forget_password.html	(from http://agiletemplate.herokuapp.com/login)
09:44:06	98942/98942	---MC-	200	added ('OK')	text/html	date:Thu,%2029%20Apr%202021%2016:44:00%20GMT	http://agiletemplate.herokuapp.com/dashboard	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/dashboard.html	(from http://agiletemplate.herokuapp.com/login)
09:44:07	1810/1810	---M--	200	added ('OK')	application/javascript	etag:%22712-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/plugins/select2.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/plugins/select2.js	(from http://agiletemplate.herokuapp.com/login)
09:44:16	66670/66670	---M--	200	added ('OK')	application/javascript	etag:%221046e-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/select2/dist/js/select2.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/select2/dist/js/select2.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:18	63296/63296	---M--	200	added ('OK')	application/javascript	etag:%22f740-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/foundation/foundation-datepicker.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/foundation/foundation-datepicker.js	(from http://agiletemplate.herokuapp.com/login)
09:44:18	86659/86659	---M--	200	added ('OK')	application/javascript	etag:%2215283-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/jquery/dist/jquery.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:21	19236/19236	---M--	200	added ('OK')	application/javascript	etag:%224b24-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/popper.js/dist/umd/popper.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/popper.js/dist/umd/popper.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:24	12507/12507	---M--	200	added ('OK')	application/javascript	etag:%2230db-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/pace-progress/pace.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/pace-progress/pace.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:24	520098/520098	---M-Z	200	added ('OK')	application/javascript	etag:W/%22577fdf87-7efa2%22	https://code.jquery.com/ui/1.12.0/jquery-ui.js	C:/My%20Web%20Sites/SBO/code.jquery.com/ui/1.12.0/jquery-ui.js	(from http://agiletemplate.herokuapp.com/login)
09:44:25	65925/65925	---M--	200	added ('OK')	application/javascript	etag:%2210185-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/bootstrap-select.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/bootstrap-select.js	(from http://agiletemplate.herokuapp.com/login)
09:44:26	5555/5555	---M--	200	added ('OK')	application/javascript	etag:%2215b3-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/ajax.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/ajax.js	(from http://agiletemplate.herokuapp.com/login)
09:44:26	50676/50676	---M--	200	added ('OK')	application/javascript	etag:%22c5f4-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/bootstrap/dist/js/bootstrap.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/bootstrap/dist/js/bootstrap.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:26	4734/4734	---M--	200	added ('OK')	application/javascript	etag:%22127e-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/lazyload.config.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/lazyload.config.js	(from http://agiletemplate.herokuapp.com/login)
09:44:26	2334/2334	---M--	200	added ('OK')	application/javascript	etag:%2291e-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/lazyload.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/lazyload.js	(from http://agiletemplate.herokuapp.com/login)
09:44:27	1293/1293	---M--	200	added ('OK')	application/javascript	etag:%2250d-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/plugin.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/plugin.js	(from http://agiletemplate.herokuapp.com/login)
09:44:27	42132/42132	---M--	200	added ('OK')	application/javascript	etag:%22a494-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/pjax/pjax.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/pjax/pjax.js	(from http://agiletemplate.herokuapp.com/login)
09:44:29	10215/10215	---M--	200	added ('OK')	application/javascript	etag:%2227e7-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/theme.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/theme.js	(from http://agiletemplate.herokuapp.com/login)
09:44:29	1825/1825	---M--	200	added ('OK')	application/javascript	etag:%22721-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/bootstrap-table/dist/extensions/mobile/bootstrap-table-mobile.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/bootstrap-table/dist/extensions/mobile/bootstrap-table-mobile.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:31	3046/3046	---M--	200	added ('OK')	application/javascript	etag:%22be6-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/bootstrap-table/dist/extensions/export/bootstrap-table-export.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/bootstrap-table/dist/extensions/export/bootstrap-table-export.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:34	42790/42790	---M--	200	added ('OK')	application/javascript	etag:%22a726-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/dropzone/dist/min/dropzone.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/dropzone/dist/min/dropzone.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:35	58364/58364	---M--	200	added ('OK')	application/javascript	etag:%22e3fc-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/autoNumeric-1.8.3.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/autoNumeric-1.8.3.js	(from http://agiletemplate.herokuapp.com/login)
09:44:35	2309/2309	---M--	200	added ('OK')	application/javascript	etag:%22905-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/jquery.email.multiple.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/jquery.email.multiple.js	(from http://agiletemplate.herokuapp.com/login)
09:44:36	4590/4590	---M--	200	added ('OK')	application/javascript	etag:%2211ee-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/common.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/common.js	(from http://agiletemplate.herokuapp.com/login)
09:44:36	33783/33783	---M--	200	added ('OK')	application/javascript	etag:%2283f7-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/plugins/tableExport.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/plugins/tableExport.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:38	23176/23176	---M--	200	added ('OK')	application/javascript	etag:%225a88-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/js/input-mask.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/js/input-mask.js	(from http://agiletemplate.herokuapp.com/login)
09:44:38	11267/11267	---M-Z	200	added ('OK')	application/javascript	etag:%225fb4701e-2c03%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-migrate/3.3.2/jquery-migrate.min.js	C:/My%20Web%20Sites/SBO/cdnjs.cloudflare.com/ajax/libs/jquery-migrate/3.3.2/jquery-migrate.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:40	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	C:/My%20Web%20Sites/SBO/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from http://agiletemplate.herokuapp.com/login)
09:44:53	84772/84772	---M--	200	added ('OK')	font/woff2	etag:%2214b24-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.woff2	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.woff2	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:44:57	98673/98673	---M--	200	added ('OK')	font/woff	etag:%2218171-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.woff	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.woff	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:04	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.eot	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:07	277776/277776	---M--	200	added ('OK')	application/javascript	etag:%2243d10-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/libs/bootstrap-table/dist/bootstrap-table.min.js	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/libs/bootstrap-table/dist/bootstrap-table.min.js	(from http://agiletemplate.herokuapp.com/login)
09:45:13	927335/927335	---M--	200	added ('OK')	image/svg+xml	etag:%22e2667-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.svg	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:17	12900/12900	---M--	200	added ('OK')	font/woff2	etag:%223264-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.woff2	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.woff2	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:19	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.eot	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:22	15489/15489	---M--	200	added ('OK')	font/woff	etag:%223c81-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.woff	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.woff	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:22	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22847c-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.eot?	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400d41d.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:24	113535/113535	---M--	200	added ('OK')	image/svg+xml	etag:%221bb7f-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.svg	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:26	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2226264-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.eot?	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400d41d.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:28	33724/33724	---M--	200	added ('OK')	font/ttf	etag:%2283bc-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.ttf	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-regular-400.ttf	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:28	156072/156072	---M--	200	added ('OK')	font/ttf	etag:%22261a8-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.ttf	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-brands-400.ttf	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:42	96752/96752	---M--	200	added ('OK')	font/woff2	etag:%22179f0-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.woff2	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.woff2	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:48	125421/125421	---M--	200	added ('OK')	font/woff	etag:%221e9ed-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.woff	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.woff	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:45:56	923151/923151	---M--	200	added ('OK')	image/svg+xml	etag:%22e160f-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.svg	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:46:05	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%22b15c-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/css/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/css/glyphicons-halflings-regular.ttf	(from http://agiletemplate.herokuapp.com/assets/css/font-style.css)
09:46:06	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.eot	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:46:11	226312/226312	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2237408-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.eot?	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900d41d.eot	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:46:12	29816/29816	---M--	200	added ('OK')	font/woff	etag:%227478-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.woff	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.woff	(from http://agiletemplate.herokuapp.com/assets/flaticon2/flaticon.css)
09:46:13	49358/49358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c0ce-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.eot	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.eot	(from http://agiletemplate.herokuapp.com/assets/flaticon2/flaticon.css)
09:46:16	280973/280973	---M--	200	added ('OK')	image/svg+xml	etag:%224498d-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.svg	(from http://agiletemplate.herokuapp.com/assets/flaticon2/flaticon.css)
09:46:22	49358/49358	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22c0ce-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.eot?	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2d41d.eot	(from http://agiletemplate.herokuapp.com/assets/flaticon2/flaticon.css)
09:46:25	49180/49180	---M--	200	added ('OK')	font/ttf	etag:%22c01c-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.ttf	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/flaticon2/font/Flaticon2.ttf	(from http://agiletemplate.herokuapp.com/assets/flaticon2/flaticon.css)
09:46:30	226128/226128	---M--	200	added ('OK')	font/ttf	etag:%2237350-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.ttf	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/line-awesome/fonts/la-solid-900.ttf	(from http://agiletemplate.herokuapp.com/assets/line-awesome/css/line-awesome.min.css)
09:46:30	691747/691747	---M-Z	200	added ('OK')	image/svg+xml	etag:%225045b04e3dcc80e796bc3ea83c07c662%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/SBO/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-brands-400.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
09:46:31	2066646/2066646	---M-Z	200	added ('OK')	image/svg+xml	etag:%22672223d3b323637f334c3f135097c69f%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-light-300.svg	C:/My%20Web%20Sites/SBO/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-light-300.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
09:46:33	2216050/2216050	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d8c7496921069735e594d586abe94ef0%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-duotone-900.svg	C:/My%20Web%20Sites/SBO/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-duotone-900.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
09:46:34	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2029%20Apr%202021%2016:46:34%20GMT	https://fonts.googleapis.com/robots.txt		(from http://agiletemplate.herokuapp.com/login)
09:46:35	9247/9247	---M--	200	added ('OK')	image/svg+xml	etag:%22241f-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/img/logo/System-logo.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/img/logo/System-logo.svg	(from http://agiletemplate.herokuapp.com/dashboard)
09:46:39	1856861/1856861	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b46f6104daa949328b9e20f75dbccf54%22	https://pro.fontawesome.com/releases/v5.10.0/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/SBO/pro.fontawesome.com/releases/v5.10.0/webfonts/fa-regular-400.svg	(from https://pro.fontawesome.com/releases/v5.10.0/css/all.css)
09:46:39	1634/1634	---M--	200	added ('OK')	image/svg+xml	etag:%22662-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/img/animated-icons/settings/settings.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/img/animated-icons/settings/settings.svg	(from http://agiletemplate.herokuapp.com/dashboard)
09:46:40	496/496	---M--	200	added ('OK')	image/svg+xml	etag:%221f0-5bdc54cf6c140%22	http://agiletemplate.herokuapp.com/assets/img/animated-icons/sign-out/sign-out.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/img/animated-icons/sign-out/sign-out.svg	(from http://agiletemplate.herokuapp.com/dashboard)
09:46:41	739/739	---M--	200	added ('OK')	image/svg+xml	etag:%222e3-5bdc54ce77f00%22	http://agiletemplate.herokuapp.com/assets/img/animated-icons/home/home.svg	C:/My%20Web%20Sites/SBO/agiletemplate.herokuapp.com/assets/img/animated-icons/home/home.svg	(from http://agiletemplate.herokuapp.com/dashboard)
